LabID,SiteLabel,SiteDescr,Site,Date,SampleType,Q_cfs,ROSS Turbidity,ROSS Time (MST),ROSS Field_DO_mgL,ROSS Field_Cond_µS/cm,ROSS Field_Temp_C,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1299,SFM,SFM_012822,Poudre South Fork,28-Jan-22,NORM,,,,,,,2.92,5.1,,2.88,0.32,6.78,400.84,51.47,3.6,0.04,0.59,1.76,3.2,0.06,0.82,0.84,0,3.21
FCW 1306,JWC,JWC_020322,JWC-Joe Wright @ Aspen Glen Campground,3-Feb-22,NORM,,,,,,,0.44,0.4,,4.54,0.3,7.11,513.6,81.14,2.44,0.06,1.08,4.16,9.86,0.06,1.31,0.29,0,5.81
FCW 1307,PJW,PJW_020322,Poudre Above Joe Wright,3-Feb-22,NORM,,,,,,,1.12,2,,3.02,0.6,7.26,349.18,49.62,3.06,0.05,0.71,1.11,6.2,0.05,0.84,1.5,0,3.17
FCW 1308,PBR,PBR_020322,Poudre Below Rustic,3-Feb-22,NORM,,,,,,,0.93,0.36,,4.53,0.39,7.31,662.08,85.17,3.82,0.05,1.21,3.09,8.48,0.07,1.99,0.79,0,5.47
FCW 1309,PSF,PSF_020322,Poudre Below S. Fork,3-Feb-22,NORM,,,,,,,13.67,18.92,,4.18,0.36,7.31,626.5,81.39,3.86,0.05,1.06,3.17,8.14,0.07,1.83,0.8,0,5.15
FCW 1311,PNF,PNF_020322,Poudre Above North Fork,3-Feb-22,NORM,,,,,,,3.2,2.71,,5.09,0.34,7.46,785.22,115.26,4.81,0.04,1.15,4.41,14.01,0.06,3.13,0.73,0,6.25
FCW 1318,JWC,JWC_030122,JWC-Joe Wright @ Aspen Glen Campground,1-Mar-22,NORM,,,,,,,1.33,0.6,,4.67,0.3,7.52,553.39,68.45,2.43,0.04,1.14,1.81,7.1,0.04,1.33,0.23,0,6.19
FCW 1319,PJW,PJW_030122,Poudre Above Joe Wright,1-Mar-22,NORM,,,,,,,0.81,2.8,,2.7,0.53,7.23,392.38,50.81,3.53,0.04,0.78,0.97,4.95,0.02,0.84,1.45,0,3.16
FCW 1324,PBR,PBR_030122,Poudre Below Rustic,1-Mar-22,NORM,,,,,,,3.51,6.67,,3.99,0.29,7.6,636.48,78.65,3.46,0.05,1.14,2.09,8.83,0.06,1.94,0.61,0,5.18
FCW 1325,PSF,PSF_030122,Poudre Below S. Fork,1-Mar-22,NORM,,,,,,,4.08,3.2,,3.57,0.26,7.48,554.39,69.35,3.62,0.03,1.01,1.75,7.02,0.07,1.82,0.54,0,4.83
FCW 1327,PNF,PNF_030122,Poudre Above North Fork,1-Mar-22,NORM,,,,,,,15.37,43.8,,4.12,0.17,7.68,658.99,83.52,4.02,0.04,1,2.41,9.26,0.08,2.86,0.27,0,5.35
FCW 1328,PBD,PBD_030122,Poudre at Bellvue Diversion,1-Mar-22,NORM,,,,,,,9.02,23.4,,4.82,0.22,7.77,845,82.83,4.77,0.05,0.98,2.28,8.26,0.11,3.68,0.37,0,5.79
FCW 1329,JWC,JWC_032822,JWC-Joe Wright @ Aspen Glen Campground,28-Mar-22,NORM,,,,,,,0.84,2.37,,4.59,0.24,7.46,542.11,75,2.96,0.04,1.21,1.26,9.24,0.03,2.19,0.28,0,7.78
FCW 1330,PJW,PJW_032822,Poudre Above Joe Wright,28-Mar-22,NORM,,,,,,,1.64,3.42,,3.03,0.88,7.12,365.37,52.07,2.76,0.05,0.91,0.98,5.28,0.03,1.06,3.51,0,3.98
FCW 1335,PBR,PBR_032822,Poudre Below Rustic,28-Mar-22,NORM,,,,,,,0.95,0.91,,4.1,0.46,7.44,587.97,76.83,3.72,0.04,1.1,1.92,7.85,0.06,2.12,1.34,0,5.91
FCW 1336,PSF,PSF_032822,Poudre Below S. Fork,28-Mar-22,NORM,,,,,,,19.19,19.18,,4.06,0.57,7.53,576.78,81.52,3.84,0.04,1.06,1.82,8.17,0.06,2.03,1.75,0,5.82
FCW 1338,PNF,PNF_032822,Poudre Above North Fork,28-Mar-22,NORM,,,,,,,21.49,31.18,,4.11,0.34,7.55,663.68,90.36,3.69,0.04,1.07,2.15,8.68,0.07,2.98,0.78,0,6.01
FCW 1339,PBD,PBD_032822,Poudre at Bellvue Diversion,28-Mar-22,NORM,,,,,,,7.24,31.48,,5.16,0.25,7.68,823.26,106.28,5.06,0.06,1.1,2.9,14.51,0.12,4.1,0.24,0,7.23
FCW 1340,BEAV,BEAV_033122,Beaver,31-Mar-22,NORM,,,,,,,4.09,14.69,,2.8,0.78,6.84,330.16,50.96,3.44,0.06,0.77,1.02,4.41,0.03,1.13,3.03,0,3.9
FCW 1343,SFM ,SFM_033122,Poudre South Fork,31-Mar-22,NORM,,,,,,,13.83,34.34,,3.32,1.01,7.03,450.91,67.17,4.21,0.05,0.94,1.48,5.48,0.09,1.6,3.55,0,5.63
FCW 1348,BEAV,BEAV_041922,Beaver,19-Apr-22,NORM,,,,,,,0.86,5.61,,4.65,0.72,7.04,349.47,51.64,6.41,0.02,0.78,0.73,3.37,0.03,0.99,2.28,0,4.15
FCW 1351,SFM,SFM_041922,Poudre South Fork,19-Apr-22,NORM,,,,,,,4.85,22.47,,3.56,0.76,7.29,455.49,66.46,5.64,0.01,0.84,1.68,5.74,0.12,1.25,2.92,0,5.34
FCW 1361,JWC,JWC_042722,JWC-Joe Wright @ Aspen Glen Campground,27-Apr-22,NORM,,,,,,,0.64,0.54,,5.21,0.57,7.73,578.79,77.35,1.59,0.02,1.33,1.99,10.01,0.04,2,1.55,0,6.37
FCW 1362,PJW,PJW_042722,Poudre Above Joe Wright,27-Apr-22,NORM,,,,,,,3.83,2.52,,4.57,1.39,7.37,328.32,41.66,2.88,0.01,0.85,0.89,3.69,0.03,0.84,0.14,0,3.2
FCW 1367,PBR,PBR_042722,Poudre Below Rustic,27-Apr-22,NORM,,,,,,,8.91,12.66,,4.82,1.28,7.66,536.67,86.45,4.38,0.01,1.35,2.65,8.8,0.05,2,4.86,0,6.88
FCW 1368,PSF,PSF_042722,Poudre Below S. Fork,27-Apr-22,NORM,,,,,,,13.68,17.86,,4.92,1.26,7.62,522.14,84,3.85,0.03,1.34,2.66,8.16,0.05,1.93,4.73,0,6.85
FCW 1370,PNF,PNF_042722,Poudre Above North Fork,27-Apr-22,NORM,,,,,,,24.98,27.81,,4.67,1.16,7.63,537.99,82.52,4.84,0.03,1.03,1.99,8.73,0.07,2.27,4.39,0,7.12
FCW 1371,PBD,PBD_042722,Poudre at Bellvue Diversion,27-Apr-22,NORM,,,,,,,20.36,42.91,,5.09,1.12,7.75,605.86,106,6.67,0.03,1.32,2.26,9.53,0.08,2.71,4.18,0,7.22
FCW 1388,BEAV,BEAV_051122,Beaver,11-May-22,NORM,,,,,,,2.01,8.04,,3.99,1.21,6.69,210.93,44.69,2.08,0.01,1,0.54,5.37,0.02,1,4.3,0,4.27
FCW 1393,SFM,SFM_051322,Poudre South Fork,13-May-22,NORM,,,,,,,12.94,39.25,,4.23,0.86,6.97,512.08,63.87,4.89,0.01,0.88,1.74,5.61,0.08,1.21,1.22,0,5.44
FCW 1394,JWC,JWC_051622,JWC-Joe Wright @ Aspen Glen Campground,16-May-22,NORM,,,,,,,2.57,3.73,3.51,4.87,0.81,7.3,531.56,70.14,1.75,0.02,1.44,1.89,8.71,0.05,1.85,0.28,0,6.11
FCW 1395,PJW,PJW_051622,Poudre Above Joe Wright,16-May-22,NORM,,,,,,,4.33,14.9,1.02,5.19,1.04,7.28,293.28,39.74,2.78,0.03,0.8,0.7,4,0.06,0.86,0.18,0,3
FCW 1397,PBR,PBR_051622,Poudre Below Rustic,16-May-22,NORM,,,,,,,22.41,113.86,1.29,5.09,0.96,7.59,485.8,76.91,3.78,0.02,1.1,2,7.45,0.04,2.12,0.6,0,7.21
FCW 1398,PSF,PSF_051622,Poudre Below S. Fork,16-May-22,NORM,,,,,,,107.27,148.25,1.13,4.98,0.99,7.37,570.77,77.58,3.44,0.03,1.03,2.1,8,0.06,1.88,1.22,0,5.98
FCW 1399,PNF,PNF_051622,Poudre Above North Fork,16-May-22,NORM,,,,,,,142.21,260.64,1.43,4.83,1.01,7.64,580.34,78.57,5.02,0.04,0.99,2.11,7.88,0.05,1.99,1.22,0,6.45
FCW 1400,PBD,PBD_051622,Poudre at Bellvue Diversion,16-May-22,NORM,,,,,,,123.67,247.74,2.13,5.21,0.96,7.74,680.28,89.1,6.22,0.02,1.2,2.12,8.99,0.1,2.45,0.28,0,7.1
FCW 1408,BEAV,BEAV_052322,Beaver ,23-May-22,NORM,,,,,,,1.53,6.27,,3.8,1,6.99,221.41,39.21,1.9,0.04,0.76,0.65,4.66,0.02,0.82,3.13,0,3.74
FCW 1422,JWC,JWC_053122,JWC-Joe Wright @ Aspen Glen Campground,31-May-22,NORM,,,,,,,2.24,5.4,4.38,3.99,0.71,7.29,482.58,59.06,1.91,0.05,1.04,1.78,6.6,0.02,1.33,0.27,0,4
FCW 1423,PJW,PJW_053122,Poudre Above Joe Wright,31-May-22,NORM,,,,,,,1.31,3.2,0.64,4.24,0.7,6.92,212.37,31.3,1.25,0.01,0.67,0.71,3.9,0.02,0.46,1.74,0,2.35
FCW 1425,PBR,PBR_053122,Poudre Below Rustic,31-May-22,NORM,,,,,,,24.87,38.3,0.96,4.06,0.6,7.31,368.45,52.15,1.91,0.01,0.85,2,5.45,0.02,1.89,1.55,0,5.37
FCW 1426,PSF,PSF_053122,Poudre Below S. Fork,31-May-22,NORM,,,,,,,13.87,24.4,1,3.96,0.57,6.94,397.14,52.14,1.74,0.01,0.8,2,4.91,0.02,0.84,1.42,0,3.11
FCW 1427,PSF,PSF_053122,Poudre Below S. Fork,31-May-22,DUPLICATE,,,,,,,8.82,21.1,,4.03,0.58,6.94,361.62,51.69,1.77,0.02,0.8,1.9,5.08,0.02,0.86,1.45,0,3.18
FCW 1428,PNF,PNF_053122,Poudre Above North Fork,31-May-22,NORM,,,,,,,8.57,21.31,0.87,3.98,0.56,7.25,474.36,59.57,3.87,0.04,0.82,1.94,5.18,0.03,0.99,1.49,0,3.26
FCW 1429,PNF,PNF_053122,Poudre Above North Fork,31-May-22,BLANK,,,,,,,0.05,0.09,,0.03,0,5.81,0.97,0.92,0.01,0.01,0,0.01,0.02,0,0.03,0.01,0,0.04
FCW 1430,PBD,PBD_053122,Poudre at Bellvue Diversion,31-May-22,NORM,,,,,,,38.21,95.1,0.82,3.96,0.56,7.47,429.34,59.18,4.03,0.01,0.82,1.9,5.61,0.03,1.17,1.47,0,5.33
FCW 1442,JOEI,JOEI_060122,Joe Wright Inlet,1-Jun-22,NORM,,,,,,,1.13,0.1,0.11,3.22,0.24,7.25,409.22,49.65,1.53,0.01,0.6,1,6.38,0.03,0.83,0.33,0,3.91
FCW 1443,JOER,JOER_060122,Joe Wright Reservoir,1-Jun-22,NORM,,,,,,,0.81,0.99,,3.4,0.36,7.15,339.03,46.24,1.64,0.02,0.69,1.31,5.77,0.02,1.25,0.67,0,2.91
FCW 1444,CBRI,CBRI_060122,Chambers Inlet,1-Jun-22,NORM,,,,,,,1.09,2.74,0.35,3.19,0.41,7.26,399.35,52.17,1.82,0.03,0.84,1.33,6.1,0.06,1.13,1.11,0,3.2
FCW 1445,SAWM,SAWM_060122,Sawmill,1-Jun-22,NORM,,,,,,,0.36,0.23,,3.28,0.73,7.24,309.72,41.95,1.13,0.01,0.81,0.67,5.72,0.01,0.6,2.3,0,3.18
FCW 1446,BRNR,BRNR_060122,Barnes Meadow Reservoir,1-Jun-22,NORM,,,,,,,0.37,1.31,3.93,5.13,0.45,7.29,455.23,64.41,1.98,0.02,1.22,1.23,8.01,0.01,1.58,0.15,0,7.01
FCW 1447,BMD,BMD_060122,Barnes Meadow Outflow,1-Jun-22,NORM,,,,,,,1.52,0.56,6.27,5.17,0.55,7.19,468.61,64.68,2,0.02,1.22,1,8.03,0.01,1.56,0.72,0,7.07
FCW 1448,CBRR,CBRR_060122,Chambers Reservoir,1-Jun-22,NORM,,,,,,,1.79,5.3,10.23,3.7,0.64,7.32,425.4,55.35,1.91,0.02,1.13,0.68,7.11,0.07,1.27,1.91,0,3.88
FCW 1449,CHD,CHD_060122,Chambers Outflow,1-Jun-22,NORM,,,,,,,1.5,2.83,3.31,3.87,0.67,7.37,441.99,59.29,2.05,0.01,1.18,1.21,7.24,0.02,1.12,1.77,0,3.75
FCW 1450,CHD,CHD_060122,Chambers Outflow,1-Jun-22,DUPLICATE,,,,,,,1.5,2.37,,3.8,0.62,7.29,428.74,58.33,2.08,0.01,1.14,1.22,7.05,0.02,1.13,1.85,0,3.85
FCW 1451,SAWM,SAWM_060622,Sawmill,6-Jun-22,NORM,,,,,,,0.27,0.2,,2.99,0.66,7.01,214.84,32.43,0.8,0.01,0.62,0.68,4.11,0.02,0.36,1.6,0,3.01
FCW 1458,BEAV,BEAV_060622,Beaver,6-Jun-22,NORM,,,,,,,0.8,4.04,,3.01,0.63,6.87,130.94,25.21,1.36,0,0.55,0.59,3.47,0.02,0.42,1.62,0,1.89
FCW 1460,PSF,PSF_060722,Poudre Below S. Fork,7-Jun-22,NORM,,,,,,,28.41,77.5,,4.04,0.62,7,360.72,49.71,1.78,0.02,0.79,1.89,4.99,0.02,0.81,1.44,0,3.02
FCW 1461,PBR,PBR_060722,Poudre Below Rustic,7-Jun-22,NORM,,,,,,,12.01,37.17,,4.15,0.62,7.23,292.92,51.47,2.21,0.02,0.8,2,5.05,0.02,1.45,1.02,0,4.34
FCW 1462,PJW,PJW_060722,Poudre Above Joe Wright,7-Jun-22,NORM,,,,,,,6.56,7.23,,4.49,0.67,6.98,212.99,32.2,1.33,0.02,0.7,0.66,3.87,0.02,0.37,0.69,0,2.23
FCW 1463,JOEI,JOEI_060722,Joe Wright Inlet,7-Jun-22,NORM,,,,,,,4.5,9.4,0.33,3.36,0.31,7.16,371.09,48.5,1.66,0.01,0.62,1.04,6.23,0.06,0.86,0.28,0,3.89
FCW 1464,JOER,JOER_060722,Joe Wright Reservoir,7-Jun-22,NORM,,,,,,,0.52,0.85,8.71,3.22,0.37,7.05,375.68,49.65,1.6,0.02,0.72,1.34,5.98,0.03,1.12,0.63,0,2.9
FCW 1465,CBRI,CBRI_060722,Chambers Inlet,7-Jun-22,NORM,,,,,,,7.12,15.14,1.82,3.32,0.47,7.14,333,48.13,1.9,0.03,0.8,1.28,6.05,0.06,1.09,1.08,0,3.05
FCW 1466,BMD,BMD_060722,Barnes Meadow Outflow,7-Jun-22,NORM,,,,,,,1.17,0.21,3.83,5.18,0.5,7.04,383.93,59.87,2.2,0.02,1.29,0.96,7.8,0.02,1.65,0.49,0,6.79
FCW 1467,BRNR,BRNR_060722,Barnes Meadow Reservoir,7-Jun-22,NORM,,,,,,,0.88,2.6,4.82,4.98,0.47,7.27,427.77,64.08,2.11,0.02,1.29,1.31,8.2,0.02,1.62,0.14,0,6.89
FCW 1468,BRNR,BRNR_060722,Barnes Meadow Reservoir,7-Jun-22,DUPLICATE,,,,,,,0.76,2.61,,4.96,0.45,7.29,424.29,64.81,2.14,0.01,1.28,1.29,8.2,0.02,1.59,0.12,0,6.9
FCW 1469,CBRR,CBRR_060722,Chambers Reservoir,7-Jun-22,NORM,,,,,,,2.86,3.83,11.03,3.48,0.54,7.46,381.75,53.61,1.94,0.02,1.12,0.76,7.88,0.07,1.21,1.54,0,3.75
FCW 1470,CHD,CHD_060722,Chambers Outflow,7-Jun-22,NORM,,,,,,,1.76,3.2,3.51,3.62,0.56,7.25,394.04,55.87,2,0.01,1.18,1.26,7.22,0.02,1.12,1.66,0,3.78
FCW 1477,LNGR,LNGO_061422,Long Draw Reservoir,14-Jun-22,NORM,,,,,,,2.99,3.6,1.37,4.56,0.32,7.05,198.12,34.23,0.87,0.01,0.62,0.72,4.98,0.1,0.2,0.7,0,4.12
FCW 1478,LNGO,LNGO_061422,Long Draw Outlet,14-Jun-22,NORM,,,,,,,5.67,3.11,1.73,4.2,0.59,7.1,201.25,35.54,0.93,0.01,0.59,0.99,5.02,0.1,0.19,0.73,0,4.21
FCW 1479,PTRO,PTRO_061422,Peterson Outlet,14-Jun-22,NORM,,,,,,,2.28,3.27,1.28,5.89,0.38,7.06,160.48,29.37,1.29,0.03,1.14,0.56,3.8,0.02,0.57,0.33,0,2.6
FCW 1480,PTRR,PTRR_061422,Peterson Reservoir,14-Jun-22,NORM,,,,,,,1.12,1.6,4.4,5.99,0.48,7.07,225.19,33.14,1.45,0.02,0.7,0.59,4.59,0.05,0.82,0.33,0,3.19
FCW 1481,PTRR,PTRR_061422,Peterson Reservoir,14-Jun-22,DUPLICATE,,,,,,,0.94,1.56,,5.93,0.46,7.03,225.53,34.56,1.46,0.01,0.69,0.62,4.65,0.04,0.85,0.31,0,3.13
FCW 1482,JOEI,JOEI_061422,Joe Wright Inlet,14-Jun-22,NORM,,,,,,,7.89,9.59,0.02,3.89,0.45,7.12,255.33,39.21,1.63,0.01,1.01,1.09,4.83,0.05,0.73,0.73,0.24,2.9
FCW 1483,JOER,JOER_061422,Joe Wright Reservoir,14-Jun-22,NORM,,,,,,,4.51,5.1,2.53,3.29,0.34,7.14,387.05,54.41,2.15,0.07,1.26,1.22,7.73,0.03,0.9,0.81,0,2.67
FCW 1484,CBRI,CBRI_061422,Chambers Inlet,14-Jun-22,NORM,,,,,,,75.41,81.67,2.95,3.67,0.42,7.19,302.16,54.94,2.24,0.05,1.29,2.06,8.03,0.04,1.07,0.83,0,2.77
FCW 1485,BMD,BMD_061422,Barnes Meadow Outflow,14-Jun-22,NORM,,,,,,,1.27,1.35,4.03,5.88,0.59,7.19,413.61,73.04,2.1,0.03,1.23,1.39,11.21,0.02,1.66,0.45,0,7.43
FCW 1486,BMD,BMD_061422_BLANK,Barnes Meadow Outflow,14-Jun-22,BLANK,,,,,,,0.01,0.01,,0.02,0.01,5.22,4.11,2.33,0.01,0,0.01,0,0.01,0,0.04,0.01,0,0.04
FCW 1487,BRNR,BRNR_061422,Barnes Meadow Reservoir,14-Jun-22,NORM,,,,,,,44.51,49.4,5.35,6.02,0.45,7.34,471.24,66.9,2.33,0.03,1.3,1.19,9.55,0.02,1.51,0.1,0,7.09
FCW 1488,CBRR,CBRR_061422,Chambers Reservoir,14-Jun-22,NORM,,,,,,,254.31,262.71,7.55,3.4,0.43,7.26,310.82,35.76,1.38,0.02,0.85,0.79,6.54,0.04,0.77,1.01,0,2.82
FCW 1489,CHD,CHD_061422,Chambers Outflow,14-Jun-22,NORM,,,,,,,6.51,7.4,7.05,3.39,0.55,7.26,324.75,45.42,1.48,0.06,0.91,1.19,5.83,0.04,0.96,1.11,0,2.94
FCW 1495,BEAV,BEAV_062122,Beaver,21-Jun-22,NORM,,,,,,,7.56,4,,3.05,0.22,7,148.21,21.35,1.25,0.01,0.44,0.54,2.69,0.02,0.26,0.61,0,1.26
FCW 1501,SAWM,SAWM_062122,Sawmill,21-Jun-22,NORM,,,,,,,3.08,0.8,,2.25,0.34,7,320.12,38.77,0.75,0,0.63,0.94,5.74,0.05,0.16,0.75,0,2.03
FCW 1510,PNF,PNF_062222,Poudre Above North Fork,22-Jun-22,NORM,,,,,,,8.83,17.6,0.94,4.1,0.43,7.21,388.71,44.51,1.57,0.01,0.62,1.24,5.22,0.1,0.5,0.63,0,2.36
FCW 1511,JOEI,JOEI_062222,Joe Wright Inlet,22-Jun-22,NORM,,,,,,,2.39,3,0.25,3.41,0.51,7.22,299.51,44.31,1.15,0.04,0.5,1.36,6.61,0.12,0.84,0.47,0,3.47
FCW 1512,PBD,PBD_062222,Poudre at Bellvue Diversion,22-Jun-22,NORM,,,,,,,7.63,17.6,1.17,4.1,0.43,7.56,401.33,46,1.49,0.05,0.7,1.17,5.53,0.12,0.59,0.66,0,2.33
FCW 1513,legacy,LEGC_062222,Poudre at Legacy Bridge,22-Jun-22,NORM,,,,,,,9.46,12.8,0.86,3.92,0.38,7.02,421,56.93,1.79,0.02,0.75,1.46,6.89,0.12,0.87,0.65,0,3.83
FCW 1514,JOER,JOER_062222,Joe Wright Reservoir,22-Jun-22,NORM,,,,,,,6.09,0.6,2.34,3.66,0.35,7.44,412.23,51.26,1.94,0.05,0.97,1.44,6.62,0.12,0.71,0.38,0,2.63
FCW 1515,timberline,TMBR_062222,Poudre at Timberline,22-Jun-22,NORM,,,,,,,14.2,17.6,1.3,3.59,0.65,7.34,800.34,134.22,7.5,0.06,1,3.3,14.06,0.14,4.34,0.96,0,17.86
FCW 1516,timberline,TMBR_062222,Poudre at Timberline,22-Jun-22,DUPLICATE,,,,,,,12.82,18.2,,3.59,0.62,7.4,812.44,141.25,7.67,0.07,1,3.31,14.12,0.14,4.38,0.98,0,18.06
FCW 1517,CBRI,CBRI_062222,Chambers Inlet,22-Jun-22,NORM,,,,,,,6,6.49,1.1,3.77,0.39,7.22,322.77,44.39,1.39,0.03,0.72,1.33,6.39,0.04,0.6,0.44,0,2.14
FCW 1518,ELC,ELC_062222,Poudre at ELC ,22-Jun-22,NORM,,,,,,,11.55,15,1.13,3.66,0.46,7.23,880.51,164.56,6.33,0.07,1.02,4.15,18.2,0.04,5.49,1.03,0,23.21
FCW 1519,BRNR,BRNR_062222,Barnes Meadow Reservoir,22-Jun-22,NORM,,,,,,,13.17,7.6,2,6.68,0.45,7.44,422.31,75.67,2.27,0.06,1.29,1.65,11.23,0.02,1.68,0.38,0,7.72
FCW 1520,archery,ARCH_062222,Poudre at Archery Range,22-Jun-22,NORM,,,,,,,10.3,16.2,0.83,3.59,0.55,7.77,1119.11,261.29,8,0.09,1.23,6.85,32.62,0.17,6.96,1.3,0,46.52
FCW 1521,CBRR,CBRR_062222,Chambers Reservoir,22-Jun-22,NORM,,,,,,,6.78,7.68,1.38,3.49,0.43,7.38,306.8,46.32,1.34,0.04,0.83,1.37,6.78,0.07,0.64,0.71,0,2.36
FCW 1522,CHD,CHD_062222,Chambers Outflow,22-Jun-22,NORM,,,,,,,3.51,2.6,3.76,3.42,0.44,7.37,319.01,45.77,1.42,0.09,0.84,1.26,6.67,0.05,0.65,0.79,0,2.32
FCW 1523,JWC,JWC_062222,JWC-Joe Wright @ Aspen Glen Campground,22-Jun-22,NORM,,,,,,,2.25,4.2,3.67,3.6,0.57,7.3,300.6,42.95,1.42,0.06,0.79,1.22,6.15,0.02,0.66,0.28,0,2.33
FCW 1524,JWC,JWC_062222,JWC-Joe Wright @ Aspen Glen Campground,22-Jun-22,DUPLICATE,,,,,,,2.21,4.1,0.01,3.8,0.5,7.33,291.85,42.83,1.37,0.04,0.8,1.27,6.52,0.01,0.62,0.28,0,2.32
FCW 1525,PBR,PBR_062222,Poudre Below Rustic,22-Jun-22,NORM,,,,,,,5.98,7.8,1.17,3.77,0.42,7.28,255.06,39.05,1.4,0.02,0.75,1.15,5.6,0.01,0.47,0.65,0,2.52
FCW 1526,LNGR,LNGR_062322,Long Draw Reservoir,23-Jun-22,NORM,,,,,,,5.43,2,0.8,4.02,0.34,7.15,222.96,38.13,0.94,0.01,0.59,1.04,6.21,0.12,0.19,0.61,0,4.38
FCW 1527,LNGO,LNGO_062322,Long Draw Outlet,23-Jun-22,NORM,,,,,,,5.4,3.2,0.85,4.02,0.54,7.18,247.35,38.29,0.86,0.01,0.57,1,6.12,0.21,0.18,0.6,0,4.43
FCW 1528,PTRR,PTRR_062322,Peterson Reservoir,23-Jun-22,NORM,,,,,,,0.22,0.34,0.74,6.23,0.51,7.01,201.57,32.12,1.36,0.04,1.16,0.73,4.7,0.04,0.57,0.26,0,2.32
FCW 1529,PTRO,PTRO_062322,Peterson Outlet,23-Jun-22,NORM,,,,,,,2.5,1.2,1.24,6.13,0.42,7.11,273.48,36.56,1.37,0.04,1.2,0.72,4.87,0.02,0.58,0.24,0,2.35
FCW 1530,JOEI,JOEI_062322,Joe Wright Inlet,23-Jun-22,NORM,,,,,,,6.47,2.45,0.3,3.22,0.54,7.39,324.8,46.62,1.17,0.03,0.5,1.41,6.82,0.14,0.27,0.48,0,3.94
FCW 1531,JOER,JOER_062322,Joe Wright Reservoir,23-Jun-22,NORM,,,,,,,3.53,2,0.92,3.44,0.39,7.6,413.61,51.75,1.94,0.03,0.97,1.44,6.49,0.11,0.7,0.38,0,2.69
FCW 1532,CBRI,CBRI_062322,Chambers Inlet,23-Jun-22,NORM,,,,,,,5.69,2.8,0.74,3.82,0.35,7.4,323.42,43.86,1.41,0.03,0.72,1.32,6.39,0.06,0.57,0.47,0,2.29
FCW 1533,BMD,BMD_062322,Barnes Meadow Outflow,23-Jun-22,NORM,,,,,,,8.99,4.4,1.85,6.22,0.45,7.34,466.31,73.02,2.25,0.18,1.29,1.59,10.85,0.08,1.72,0.77,0,7.91
FCW 1534,BRNR,BRNR_062322,Barnes Meadow Reservoir,23-Jun-22,NORM,,,,,,,0.29,0,1.72,6.66,0.44,7.57,526.75,80.44,2.28,0.06,1.3,1.6,11.1,0.02,1.7,0.39,0,7.76
FCW 1535,CBRR,CBRR_062322,Chambers Reservoir,23-Jun-22,NORM,,,,,,,8.22,9.39,3.13,4.07,0.21,7.36,316.75,42.33,1.32,0.06,0.82,1.03,6.22,0.07,0.62,0.54,0,2.22
FCW 1536,CHD,CHD_062322,Chambers Outflow,23-Jun-22,NORM,,,,,,,0.99,1.58,2.93,3.36,0.32,7.41,376.25,47.84,1.45,0.07,0.88,1.12,6.55,0.04,0.62,0.62,0,2.22
FCW 1539,JOEI,JOEI_062822,Joe Wright Inlet,28-Jun-22,NORM,,,,,,,6.43,18.79,0.53,3.01,0.38,7.33,303.14,42.22,1.19,0.02,0.64,1.45,6.59,0.14,0.36,0.66,0,2.39
FCW 1540,JOER,JOER_062822,Joe Wright Reservoir,28-Jun-22,NORM,,,,,,,2.89,1.4,1.1,3.48,0.34,7.35,425.2,58,2.76,0.02,1.13,1.69,7.41,0.1,0.84,0.24,0.13,3.06
FCW 1541,CBRI,CBRI_062822,Chambers Inlet,28-Jun-22,NORM,,,,,,,3.75,1,0.59,3.92,0.32,7.41,327.57,41.46,1.18,0.03,0.65,1.52,5.41,0.04,0.59,0.33,0,1.89
FCW 1542,LNGR,LNGR_062822,Long Draw Reservoir,28-Jun-22,NORM,,,,,,,4.14,1,0.89,3.55,0.31,7.16,268.23,39.17,0.89,0.02,0.55,0.82,5.71,0.17,0.27,0.56,0,4.59
FCW 1543,LNGO,LNGO_062822,Long Draw Outlet,28-Jun-22,NORM,,,,,,,3.29,0.8,1.06,3.88,0.48,7.15,223.5,36.4,0.85,0.02,0.52,0.85,5.15,0.19,0.15,0.6,0,4.7
FCW 1544,PTRR,PTRR_062822,Peterson Reservoir,28-Jun-22,NORM,,,,,,,4.42,2,0.69,6.45,0.52,7.05,231.16,31.28,1.35,0.06,1.11,0.63,3.97,0.04,0.55,0.23,0,2.22
FCW 1545,PTRO,PTRO_062822,Peterson Outlet,28-Jun-22,NORM,,,,,,,2.68,2.91,1.25,5.89,0.48,7.16,277.31,34.38,1.4,0.1,1.15,0.62,4.13,0.02,0.58,0.26,0,2.26
FCW 1546,BMD,BMD_062822,Barnes Meadow Outflow,28-Jun-22,NORM,,,,,,,6.5,5.89,0.71,6.79,0.44,7.29,465.85,78.85,2.21,0.21,1.25,1.36,11.6,0.07,1.76,0.74,0,7.7
FCW 1547,BRNR,BRNR_062822,Barnes Meadow Reservoir,28-Jun-22,NORM,,,,,,,2.64,0.8,1.92,6.16,0.57,7.79,543.98,83.18,2.23,0.07,1.25,1.38,12.84,0.02,1.69,0.38,0,7.59
